제목,리뷰,평점
어벤져스: 엔드게임,그저...감동일뿐....나의 11년의 마무리 ,10
어벤져스: 엔드게임,1점 깎은 이유는 나 김재우를 울렸기 때문 ,9
어벤져스: 엔드게임,와.. 마블이 마블했네 ,10
러빙 빈센트,아이가 너무 기대했던 영화^^ ,10
어벤져스: 엔드게임,아이언맨 살려내 제발 ㅠ ,6
어벤져스: 엔드게임,"7시 30분 영화보고 바로 쓰는 후기.말잇못...히어로 영화 특유의 액션의 짜릿함은 물론이고,재미,감동,서사 모두를 잡은 완벽한 영화.깔래야 깔 곳이 없습니다. ",10
어벤져스: 엔드게임,곧 볼 예정이지만 미리 10점 드릴게요ㅠㅠ10년 마블팬으로서 영화보다가 울까봐 걱정이 됩니다..ㅋㅋ영어벤져스 영화로 꼭 내주실거죠??제 인생을 바칠게요ㅜㅜ ,10
어벤져스: 엔드게임,어벤져스 시즌1 마무리 ,10
퍼스트 리폼드,연기 잘하는 쳇 베이커 나옴.. ,9
어벤져스: 엔드게임,이딴걸 보려고 아침 7시에 설레면서 입장한 내가 한탄스러울 정도. 보면 압니다. 여성 관객들에겐 재밌을지 몰라도 남자들은  대부분 졸았습니다. ,1
어벤져스: 엔드게임,말이 안나옵니다 스포안할게요 하던일 멈추고 보러가세요 ,10
어벤져스: 엔드게임,3000만큼 사랑해. ,10
어벤져스: 엔드게임,일단 보세요... 말이 필요없는거 다들 아시짆아유?ㅋㅋㅋ ,10
어벤져스: 엔드게임,타노스가 귀신이다!! ,10
어벤져스: 엔드게임,토니 사랑해 ㅠㅠ 잊지않을게 ,10
어벤져스: 엔드게임,완벽하고도 깔끔한 마무리 그리고 아름다운 희생 ,10
어벤져스: 엔드게임,영화보는내내 숨쉴수 없는 긴박감때문에 영화관 나와서 숨쉬엇음.. 진짜 팬이 될수밖에 없는 내용전개와 퀄리티다 ,10
어벤져스: 엔드게임,히어로물에 신파는 아니다.. ,6
황해,"모든 인물들이 개병에 걸린듯, 마구 물어뜯는다 ",10
어벤져스: 엔드게임,너무재밌네요^^ 꼭보세요들 ,10
어벤져스: 엔드게임,10점 이상 점수준다면더 주고싶다  42년 어릴적부터  영화광팬이지만 역대급 1위다  1500만 예상한다...   인피니티워는  애들장난수준...  그보다 더한 충격이  ㅠㅠ ,10
어벤져스: 엔드게임,꿀잼밤새고가서봤는데도 잼남 ,10
어벤져스: 엔드게임,소름돋는 장면과 눈물이나오는 장면 마지막 배우들의 자필 서명때 나오는 영웅들까지...! 완벽한 영화였습니다 ,10
어벤져스: 엔드게임,정말 재밌습니다. 꼭 보세요 !! ,10
어벤져스: 엔드게임,고맙다.나의 20대를 채워줘서 ,10
어벤져스: 엔드게임,잘가 아이언맨 ㅠㅠ나타샤 ㅠㅠ늙어버린.캡틴 ,10
어벤져스: 엔드게임,정말 재밌었고 11년의 대장정의 끝맺음으로서도 아주 좋았다 제발 스포충들은 스포좀 하지마 명대사도 하지마 그냥 아무것도 하지마 재밌다는 말이면 충분하다 ,10
어벤져스: 엔드게임,마지막 한타에서 쌌습니다 ,10
어벤져스: 엔드게임,앞으로 뭘기다리면서 사냐 ㅠㅠㅠ ,10
어벤져스: 엔드게임,재밋네요 마지막에 좀 슬펏다는 ,10
크게 될 놈,"""가장 쉽고 작은게 가장 어려울수 있듯이 저희 영화는 작고 아름다운 이야기입니다. 작고 아름다운 이야기도 영화가 많이 만들어지고 많은 분들의 사랑을 입을수 있길 바랍니다""라는 김해숙선생님의 이야기가 생각나는 아름다운 이야기였습니다~~ ",10
어벤져스: 엔드게임,누구하나 믿으며 살기 힘든 세상에서10년동안의 순수한 마음에 대한 감사와 위로를 주고 받았다 ,10
어벤져스: 엔드게임,지난 11년간 MCU를 사랑해준 팬들에게 마치 선물과도 같은 영화.  손수건 꼭 준비하세요 ㅠㅠ ,10
어벤져스: 엔드게임,마블뽕이 차오르는 영화 ,10
어벤져스: 엔드게임,미쳤습니다.. 7시 첫 영화 보고 출근하는데기분 세상 짜릿.. 보면서 두손 꼭 모으고 입을 틀어막았어요ㅠㅠㅠㅠ 어벤져스 짜릿해... ,10
어벤져스: 엔드게임,낚시 오지는 히드라만세~ ,10
어벤져스: 엔드게임,믿고보는 마블. 너무 재밌어서 소름 돋을정도 ,10
어벤져스: 엔드게임,10년간 마블스토리를 다 아우르는 최고의 영화. 재미 감동 모두다잡았다.최대한 스포일러는 자제해주세요 ㅠㅠ ,10
어벤져스: 엔드게임,마블은 마무리도 잘해... 크 지렸다능 ,10
크게 될 놈,"배우는  정말   잘  캐스팅하셨네요   특히 주연 맡으신 분  연기는 Top입니다 ,  진솔하고  잔잔하게  조요히 마음을  파고드는  정감있는 영화였습니다 ",10
크게 될 놈,"배우는  정말   잘  캐스팅하셨네요   특히 주연 맡으신 분  연기는 Top입니다 ,  진솔하고  잔잔하게  조요히 마음을  파고드는  정감있는 영화였습니다 ",10
어벤져스: 엔드게임,알러뷰 3000만큼 아이언맨! ,10
어벤져스: 엔드게임,Thank you Avengers..! ,10
어벤져스: 엔드게임,"초반 약간의 지루한 빌드업(취향차이), 상업영화의 화려함이 초흥분상태로..동시에 시종일관 죽음앞에 놓여있어 나의 현실과 동화된다. 상업성과 동시에 작품성 공존, 그리고 한 세계관이 마무리 되는 과정.. 나의 삶을 반성했다..아름답고 충격적이고 존경한다 ",10
어벤져스: 엔드게임,감히 완벽한 마무리라고 말해본다.콜라 팝콘은 자제하세요~ ,10
어벤져스: 엔드게임,굿한마디로끝.... ,10
어벤져스: 엔드게임,영화는 재미있음근데 영화관에서는 감탄사 이런거 적당히...너무 많이 하면 주위 사람들이 힘들어요 ,10
어벤져스: 엔드게임,마블과 함께지낸 11년은 잊지못할거다. 고맙습니다 마블. ,10
어벤져스: 엔드게임,잼씀 근디 허리아파서 세시간동안 못보겠음ㅜ ,8
어벤져스: 엔드게임,스토리에 중점을 둔 영화 ,8
어벤져스: 엔드게임,슬프지만 박수칠때 떠난 그들에게 다시 한번 박수쳐주고 싶다 감사합니다 어벤져스 ,10
베놈,개인적으론 피식하며 봤어요. 베놈츤데레야 ㅜ ,10
어벤져스: 엔드게임,지난 10년간 마블 영화를 사랑한 팬들을 위한 편지지금까지 이런 영화를 만들어쥐서 고마워요 ,9
어벤져스: 엔드게임,아이언맨으로 시작해 아이언맨으로 끝나는 대장정 ,10
어벤져스: 엔드게임,꼭 봐야 한다. 꼭. 꼭. ,10
어벤져스: 엔드게임,아 너무 좋아여 ㅠㅠ 가슴이 벅차올라여 ,10
어벤져스: 엔드게임,마지막 20분을위한 2시간40분이였다... ,10
어벤져스: 엔드게임,마지막대사가머였죠? ,10
어벤져스: 엔드게임,대서사시의 끝 기대된다 오늘 밤 10시 20분 예매했는대 ㅠㅠ ,10
어벤져스: 엔드게임,어벤저스 어셈블!!ㄷㄷ ,10
어벤져스: 엔드게임,진짜 재밌었어요 요즘 만족스럽게본 영화가 없었는데 어벤져스는 좋아하는만큼 기대한 그 이상으로 재미있어가지고 행복했어요ㅎㅎ!! ,10
어벤져스: 엔드게임,정말 감동과 대단원의 막... ,10
어벤져스: 엔드게임,최고의 엔딩 10년을 함께 해 온 팬들을 위한 최고의 작품이라고 생각해요잎으로의 10년도 더 기다려지네요 ,10
어벤져스: 엔드게임,조조로 보고옴 넘 재밌음 ㅠㅠ ,10
어벤져스: 엔드게임,재밌네요~ 다음에 보러 가야겠어요~ ,10
어벤져스: 엔드게임,옆에 여자 입틀어막고 보더라 물론 나도 같이막고봄 ,10
어벤져스: 엔드게임,마무리내용이라 헐 기대만큼은 ,4
어벤져스: 엔드게임,고마워요. 토니스타크. 사랑합니다. 캡틴아메리카. 보고싶을거예요. 나타샤. 이말뿐이...  눈물 ,10
어벤져스: 엔드게임,4D로 다시보고싶어요 ,10
어벤져스: 엔드게임,땡큐 어벤저스땡큐 어벤져스 ,10
어벤져스: 엔드게임,8점드립니다 2점은 다른분이 ,8
어벤져스: 엔드게임,예상 그대로지만 쌓아왔던 감동으로 묵직하게 ,8
어벤져스: 엔드게임,멋진 두 영웅에게 박수를 ,10
어벤져스: 엔드게임,개잼꿀잼존잼쌉잼허니잼 ,10
어벤져스: 엔드게임,영화 시작하지마자 인생 최대의 급똥이 찾아왔지만 화장실을 가지 않아도 됐다. 시각과 청각을 제외한 모든 감각이 멎었다고 착각할 정도로 최고의 영화. ,10
어벤져스: 엔드게임,오랜 기간 함께한 시리즈이니만큼 아쉬운 부분도 감회가 남다른 부분도 있었습니다// 즐겁게 봤습니다 ,8
어벤져스: 엔드게임,그냥 미친영화에요.. ,10
어벤져스: 엔드게임,어벤져스 어셈블~~~~ 이거 하나로 요약가능 소름 ,10
어벤져스: 엔드게임,자비스를 보게 되다니ㅋㅋ ,10
어벤져스: 엔드게임,뻔한결말이지만 뻔하지않음.이래서 마블을 안좋아할수가없다.. ,10
어벤져스: 엔드게임,말이 필요하나 역사적이고 혁명인데 ,10
어벤져스: 엔드게임,완전짱ㅠㅠ첨부터 다시 시리즈별로 보고 싶네용 ,10
스파이더맨: 뉴 유니버스,재미보장입니다 잘만들었습ㄴ다 ,10
어벤져스: 엔드게임,Avengers Endgame 2019 ,10
어벤져스: 엔드게임,꼭 보세요 음료수마시면 참기힘들어여 ,10
어벤져스: 엔드게임,어벤져스는 어벤져스다. ,10
어벤져스: 엔드게임,너무 재미있어요!!! ,10
어벤져스: 엔드게임,존잼...또 존잼또 존잼... ,10
어벤져스: 엔드게임,말이 필요없다... 그냥 최고 ,10
어벤져스: 엔드게임,"정말 엔드,후련하고 아련했다. ",10
어벤져스: 엔드게임,I'm Ironman. ,10
크게 될 놈,"감동 그 자체. 아들을 향한 어머니의 무한사랑...특히 대통령께, 청와대앞, 어디 어디에, 우체부에게 건네 준 그 편지에 삐뚤빼뚤한 글씨체에 결국 눈물샘 터짐. 뒤에서 콧물삼키는 소리에 눈물샘 빵터짐. ",10
어벤져스: 엔드게임,추억이새록새록 그동안의 내10년 인생도 생각난다 ,10
어벤져스: 엔드게임,헤일 하이드라!!!! ,10
어벤져스: 엔드게임,무언갈 거대한 것을 본 느낌이라고 밖에 설명이 안됩니다. 그냥 보고 또 보고 계속 보세요 ,10
어벤져스: 엔드게임,OO쥰나재밋군요마블ㄹㅇ쌉인졍 ,10
어벤져스: 엔드게임,"진짜 대박이다. 액션은 말 할것도 없지만, 웃음 포인트와 감동 슬픔.. 그리고 박수칠때 떠난 ",10
기억의 밤,"스토리 탄탄하고 배우들 케미나 연기가 좋은데, 아쉬운건 결말을 좀 일찍 알게되는거같아서 아쉽네요. 그리고 김무열배우는 깡패연기하면 개들의전쟁 생각나서 몰입이안되요ㅋㅋㅋㅋ ",8
어벤져스: 엔드게임,아스가디언즈 오브 갤럭시 벌써부터 기대됨 ㅋㅋㅋㅋ ,10
어벤져스: 엔드게임,재밋엇어요 긴장감보다는 몬가마무리하려는거같아 슬픔 ,10
어벤져스: 엔드게임,재밌어요 중간중간웃긴부분도 많았고 3시간영화라 오래앉아있어서 힘들긴했는데 몇몇죽어서 아쉽긴했지만 역시 마블입니다최고예요 이번엔 좀 슬픈장면도 섞여있어서 몇번 눈물찔끔했고요 소름돋는장면도 많고 그냥최고입니다 그분이죽어서아쉽긴햇지만..스포가될까바여기까지만 ,10
노무현과 바보들,고 노무현대통령님 생전 모습 보니까 참 좋았습니다.지켜주지 못해 미안했구요. ,10
어벤져스: 엔드게임,어머 이건 꼭 봐야해!!!!무조건 무조건이야~~ ,10
어벤져스: 엔드게임,모두가 이 감동을 느꼈으면...! 10년동안 감사했습니다 ,10
어벤져스: 엔드게임,진짜 꼭 보세요 아이 엠 아이언맨 ,10
무서운 집,타노스도 구윤희 여사의 부엌칼을 이길순 없다! ,10
어벤져스: 엔드게임,쿠키는 없습니다... 그러니까 바로 팬티부터 갈아입으시면 됩니다. ,10
어벤져스: 엔드게임,오늘 오전 7시에 시사회초청 있었어요. 난 떨어짐... ,10
어벤져스: 엔드게임,마지막 한시간은 마블을 보는 사람에게 있어서굉장히 큰 즐거움을 준것 같다 ,10
어벤져스: 엔드게임,유머요소 많네요 잘봤습니다 ,10
어벤져스: 엔드게임,초반 중반은 지루할수있으나후반부에 모든걸 쏟아버리네.. ,10
어벤져스: 엔드게임,캡틴 망치 아메리카 good ,10
어벤져스: 엔드게임,이때까지 나온 마블영화 다보고 보면 더꿀잼기대한만큼 재밋엇고 슬펏네요ㅠ ,10
어벤져스: 엔드게임,IPTV하고 동시에 개봉했으면 좋겠는데... 극장 사업주들이 들고 일어나서 불가능하겠지요??? ,10
어벤져스: 엔드게임,역시는 역시 역시다... ,10
어벤져스: 엔드게임,그저 최고였다는 말밖에 없을것같네요 ! 고맙습니다 마블!! ,10
어벤져스: 엔드게임,압도당하고 전율흐르는데 캡마나올때 너무허무했다. 스포일까봐 자세히는말못하지만 힘이너무압도적인데? 그럴거면 처음부터 부르지그랬냐 ㅋㅋ ,7
어벤져스: 엔드게임,재밌게봤는데 되게허무하네여 ㅎㅎ ,10
어벤져스: 엔드게임,계속 울면서 봤다 아이언맨은 역시 주인공이다 ,10
크게 될 놈,자식에 대한 무조건적인 어머니의 사랑과 마음이 가슴 깊이 느껴집니다. ,10
어벤져스: 엔드게임,마블이 모든 관객에게 선사하는 최고의 축제이자 선물 ,10
어벤져스: 엔드게임,페미에 깜둥이에 별 OO의 엔딩이지만 그런거 포함해도 10점 ,10
어벤져스: 엔드게임,내 인생 최고의 시리즈 영화였다. 그리고 최고의 배우였고... ,10
어벤져스: 엔드게임,재밌게 봤어요 정말 굿굿 10자 ,10
어벤져스: 엔드게임,"너희를 3,000만큼 사랑한다 ",10
어벤져스: 엔드게임,타노스의 매력은 감소했으나 그걸 뒤집을만큼의 마블의 팬서비스 이한마디로 정리될듯 Avengers Assemble!! ,10
어벤져스: 엔드게임,세시간짜리 영화인데 한시간 더 길었으면 좋겠다는 생각을 했다 ,10
어벤져스: 엔드게임,팬티 10장 챙겨가기!!!! ,10
어벤져스: 엔드게임,"먼저 보신 분들, 스포대신 휴지챙겨가라는 말 주위에 해줍시다 ",10
올드보이,"어설픈 복제, 어색한 변주 ",4
어벤져스: 엔드게임,헤일 하이드라 부분 존잼 ,10
어벤져스: 엔드게임,그냥 무난했다. 해피엔딩이다. ,8
어벤져스: 엔드게임,그 동안 내 영웅들 . 그리고 함께한 추억들 안녕. ,10
출국,연결고리를 찾고싶은 남과북이지만 끝내 가슴아픈 가까이하긴 먼듯한 남과북의 현실이라 가슴이 아픕니다. ,10
어벤져스: 엔드게임,별 한 20개 없나? 더 주고싶은데 ,10
어벤져스: 엔드게임,나의 아이언맨.. 나의 히어로.. ,10
어벤져스: 엔드게임,괜찮은푠 갠적으로는1이더 좋았.. ,10
어벤져스: 엔드게임,마지막 1시간은 말로표현 못함 ,10
어벤져스: 엔드게임,닥터스트레인지의 말이 복선일 줄이야... ㅠAssemble 한 마디에 참고 있던 소변 터질뻔 했다. 휴... ,10
어벤져스: 엔드게임,영원한 나의 히어로 토니 ,10
어벤져스: 엔드게임,무슨말이 더필요하냐 킹갓마블짱짱 아옘아연맨 캬 ,10
어벤져스: 엔드게임,넘나 재미있었고 구스보고싶다 ,10
어벤져스: 엔드게임,하아.. 지려버렸네 .... ,10
어벤져스: 엔드게임,이제야 모든퍼즐이 맞춰졌네요. ,10
어벤져스: 엔드게임,솔직히 ㅈㄴ 지루함 ㅋㅋ 3편이 레전드였음ㅋㅋ 영호ㅓ 기대치 낮추고 가시고 엔딩에 아무 내용 없으니 그냥 가세요 ,4
어벤져스: 엔드게임,재미와 지루 ~그 사이-!! ,6
어벤져스: 엔드게임,한시간 뒤에 한번 더 보려구 예매했음요밥먹고 기저귀 갈아입고 갑니다 ,10
어벤져스: 엔드게임,1년에 1 점씩 드디어 10점 만점의 마블 영화를 이루었다.. ,10
어벤져스: 엔드게임,다크나이트 뛰어넘었다 ,10
어벤져스: 엔드게임,아침 7시10분꺼봤는데 2시간.30분정도잔거같음 다시봐야지 ,10
어벤져스: 엔드게임,완젼 재밌어요 강추!!!! ,10
어벤져스: 엔드게임,“3000만큼 사랑해” ,10
어벤져스: 엔드게임,난 아이언맨이다. 이거 한줄로 충분 ,10
어벤져스: 엔드게임,그동안 예고편을 보면서 어느정도 내용 예상이 되긴 했지만 기대했던 것 보다 훨씬 재밌었고 의미있게 마무리되었네요. 3시간이 후다닥~ 지나감 ㅎㅎ ,9
어벤져스: 엔드게임,아이엠 그루트 ~~~~ ,10
미성년,다 좋았는데 강도 당하는 설정이랑 엔딩이 고개 갸웃하게 만들었음... ,7
어벤져스: 엔드게임,마지막 전투씬 너무 멋있음... ,10
어벤져스: 엔드게임,개꿀잼 이엇고요 제목 정말 여러가지 의미를 담고 있었네요 ,10
어벤져스: 엔드게임,엔트맨이 씹 캐리함마지막 너무 쩔었다... 가오갤이랑 앤트맨 후속작 너무 기대하는중 ,10
어벤져스: 엔드게임, I'm Iron Man ,9
어벤져스: 엔드게임,오늘보고 싶었는데 표가 없어 못봐서 1점 줍니다 ,1
어벤져스: 엔드게임,영화 개미침ㅋㅋㅋ 쿠키는 없습니다 ,10
어벤져스: 엔드게임,그땐 그랬지 마블의 졸업앨범 ,10
어벤져스: 엔드게임,그저 대박이라는 말밖에 안나온다 마블 영화중 역대 최고이다. ,10
어벤져스: 엔드게임,너무 멋지고 너무 감동이였어3000만큼 사랑해 ,10
무뢰한,이건뭐 내용이 뭔가요??? ,4
어벤져스: 엔드게임,범인은 바로...절름발이 ,10
어벤져스: 엔드게임,어벤져스 하나만으로기대된다 ,8
어벤져스: 엔드게임,n차 관람갑시다 최고임 ,10
크게 될 놈,잘 봤어요 아들과 함께 보고푼 영화에요 ,10
어벤져스: 엔드게임,이런 명작을 볼 수 있어서 정말 영광입니다..덕분에 웃고 울고 즐거웠습니다제 인생 최고의 영화입니다 ,10
어벤져스: 엔드게임,아이언맨으로 시작해서 모두행복했습니다 로다주 마블 감사합니다  ㅅㅅ ,10
어벤져스: 엔드게임,띵작이네용 아직도 두근거립니다 ,10
어벤져스: 엔드게임,영화보신분들 스포 자제 부탁드려요 ~~ ,10
러브리스,사랑 없는 절망의 벽 뒤에서 혼자 울다가 어디론가 뛰어가버린 아이의 마음이 얼마나 아플지 헤아려지지 않는다. ,10
어벤져스: 엔드게임,헤일... 하이드라... ,10
어벤져스: 엔드게임,보는 내내 감탄사만 나오네 ,10
어벤져스: 엔드게임,"앞으로 얼마나 더 재미있고 얼마나 더 웅장한 영화들이 나올지 모르겠지만, 2008년 아이언맨1을 시작으로 2019년 어벤져스 앤드게임까지 내 인생의 영화시리즈중 최고의 10년을 선사해준 마블에 감사합니다. 어벤져스 어샘블! ",10
어벤져스: 엔드게임,아 이건좀...  기대이하 ,2
어벤져스: 엔드게임,평점읽고 말았네  ㅋㅋㅋㅋ ,10
어벤져스: 엔드게임,마블 팬이라면 보고 기분이묘하실듯 ,10
어벤져스: 엔드게임,이 영화보고 다이어트 시작합니다 ^^ ,10
어벤져스: 엔드게임,시간가는줄 모르고 봤지만 액션만 기대하면 절대 안됩니다. 각 캐릭터별로 스토리를 풀다보니 액션보단 드라마영화에 가깝다고 느껴지네요.. 느낌은 예전에 다크나이트를 보고 다크나이트라이즈를 본느낌?? 4가 정말 재밌긴 하지만 개인적으론 3이 더 재밌었습니다 ,10
어벤져스: 엔드게임,와 진짜 최고다!! 울 수 밖에 없다 ,10
크게 될 놈,"엄마가 주는 ""무조건적인 사랑""가슴 따뜻해지는 영화 ~가족들과 함께 보기 좋은 작품입니다. ",10
어벤져스: 엔드게임,최고다 진짜.... 넘 재밌어요 이거 넘어설 영화 없다 ,10
어벤져스: 엔드게임,캡아는 진자 캡틴이었다!!!! 아이언맨으로 시작해서 아이언맨으로 끝나는 영화. 아이언맨의 장엄한 장례식에서 정말 감동적이었습니다. ,10
어벤져스: 엔드게임,아이언맨 사가라 해도 과언이 아니다.. ,10
생일,이런 영화 돈주고 볼꺼면 차라리 가족들이랑 식사라도 하세요 ,2
어벤져스: 엔드게임,100UBD 가보자..~~~~ ,10
어벤져스: 엔드게임,토르 등장씬보다 멋있는 어벤져스 집결씬 ,10
어벤져스: 엔드게임,갑분미 갑자기분위기미식축구 ,8
어벤져스: 엔드게임,멋진 시리즈의 마무리란 ,8
어벤져스: 엔드게임,캡틴아메리카는 진정한 캡틴이었다. ,10
돈,재밌어요 평점이 별로인게 저는 의문 ㅎㅎ마지막엔딩이 좀 허무해서 그랬지 몰입감 굿 ,10
어벤져스: 엔드게임,7시 처음 상영영화로 봤어요 그냥 아무말도 안하겠습니다 제가 느낀 감정을 보는 모든분들이 느꼈으면 좋겠어요 일단 보세요 제발ㅠ ,10
말모이,내용도 뜻깊고 잔잔한 재미도 있었습니다. 역시 배우들모두 연기 잘하시네요 ,8
어벤져스: 엔드게임,요즘 달재앙 꼬라지 보면 타노스랑 똑같음... 현실에서도 어벤져스가 나타나서 제발 잡아줬음 좋겠다. ,10
어벤져스: 엔드게임,감동적~~!어벤져스 모이자~~~ㅋ ,10
어벤져스: 엔드게임,I...am ironman. ,10
어벤져스: 엔드게임,망했다. 영화는 더 이상 발잔 할 수 없다 ,10
어벤져스: 엔드게임,아이언맨 죽고 캡아 할배 됨 ,10
어벤져스: 엔드게임,보기도 전에 이 떨림은 뭘까? 결과가 궁금하긴 처음... ,10
어벤져스: 엔드게임,여러분 쿠키 영상 있으니깐 꼭 엔딩크레딧 끝까지 기다려주세요!! 나만 보긴 아깝자너~ ,10
어벤져스: 엔드게임,아이언맨이 죽다니ㅠㅠ 블랙 위도우도ㅠ 타노스는 왜 자기 건틀렛 죽어 버리는걸까나?ㅠㅠ ,10
어벤져스: 엔드게임,재밌는데..진짜 재밌는데 개인적으로 인피니티 워가 더 소름 돋았음.. ,8
어벤져스: 엔드게임,Avengers assemble!!! ,10
어벤져스: 엔드게임,어벤져스 3천만큼 멋있다 ,10
캡틴 마블,재미있었어요. 같이본사람들 다 재밌다고하네요ㅎ ,8
어벤져스: 엔드게임,Avengers Assemble ,10
어벤져스: 엔드게임,최고다 진짜 너무 너무 재미있었다 ,10
크게 될 놈,감정이메마른 요좀 오랜만에 눈에 안약을 안넣어도 될만큼 뭉클함에 감동받았어요 ~~그시절 고생하시다가신부모님도 뵙고싶고요~~ ,10
어벤져스: 엔드게임,팬들을 위한 최고의 마무리. 3시간이 눈깜짝할 새 지나갔다. ,10
어벤져스: 엔드게임,진짜 솔직하게 말하면 지난10년간의 영화의 얽힌내용들을 끼워맞추느라 중간에 스토리텔링이 매우많음 마블을 정말사랑하고 모든영화내용을 알고 있는사람들은 퍼즐이 끼워맞춰지는듯한 쾌감이지만 글쎄 단순히 액션만을 기대하고 간다면생각보단 지루할 수도 있음 ㅇㅇ ,8
크게 될 놈,불쌍한 내 새끼 손 한번만 잡게 해주이소~자식을 보면 불쌍하고 미안한게 엄마의 마음 인가봐요. 영화가 엄마의 마음을 신기할 만큼  잘 표현 했네요. 우리 아들도 영화 보더니 엄마의 마음을 조금이라도 안듯 태도가 달라 졌어요  강추입니다^^ ,10
어벤져스: 엔드게임,아니 토르 캐붕 오지네ㅋㅋㅋ빡친다 ,10
어벤져스: 엔드게임,아이 엠 아이언맨  10점이다 ,10
어벤져스: 엔드게임,초반 어이없는 부분과 이해안되는 부분들은 있는데 2시간정도의 영화로 느껴질 정도로 재미있다. ,8
돈,집에서 쿠폰쓰고 2200원에 봤는데 만족했음 그정도의 영화임. ,5
어벤져스: 엔드게임,여러모로 당황스럽고 황당했다 ,10
어벤져스: 엔드게임,나도 양자영역탄듯;; 시간이없어졌어요 ,10
어벤져스: 엔드게임,토니로 시작해서 토니로 끝나는 대작 ,10
어벤져스: 엔드게임,내가 퀀텀영역에 있다나온것인가...세시간이 3초같이 느껴졋다.. ,10
어벤져스: 엔드게임,많이웃고 많이울었다 다음 마블영화 볼수있을까 ,10
어벤져스: 엔드게임,"히드라 만세, 버키는 살아있다, 아이엠아이언맨 ",10
어벤져스: 엔드게임,그 장면에서 제 모든 것을 쏟아냈습니다. 팬티좀 갈아입고올게요 ,10
어벤져스: 엔드게임,해리포터 마지막 시리즈 보다 더 해 이 느낌은... ,10
어벤져스: 엔드게임,두번봐야지 맘먹었는데 이건 세번봐도 아깝지 않다 마블에서 이갈고 만든 팬헌정영화 ,10
어벤져스: 엔드게임,아침 7시에 봤는데 그냥 그럼.모든 영화 1편재미있고 막편은... ,6
어벤져스: 엔드게임,엔딩 크레딧까지 완벽하다. 사랑했다 ,10
모아나,지금까지 나온 디즈니영화중 제일 재밌음 ,10
어벤져스: 엔드게임,"마블의 10여년을 계속해서 지켜본 사람 입장에선 마치 선물같았던 영화, 그리고 또 한순간의 꿈에서 깨어나는 것 같은 아련함이 남는 영화 ",10
어벤져스: 엔드게임,20점 없나요...?   어세블 ,10
어벤져스: 엔드게임,나는 아이언맨이다. 한 시대의 마무리. ,10
어벤져스: 엔드게임,"케빈 파이기, 루소 형제, 그리고 각본진! 당신들이 진정한 어벤져스-!!! ",10
어벤져스: 엔드게임,"뭐라고 표현해야 할 지 내 표현력의 한계를 한탄한다   이건 두번, 세번 봐야 해 ",10
파이브 피트,기대와는 달리 많이 지겨운 영화였음 ,5
어벤져스: 엔드게임,눈물 줄줄 재미있었다! ,10
어벤져스: 엔드게임,별이 부족해!!! 캡틴은 캡틴이였다 ,10
어벤져스: 엔드게임,아이어맨 캡틴 블랙위도우 ㅂ2 의무감에 봤는데 노잼 ,1
어벤져스: 엔드게임,영화 제목 그대로 (엔드게임)어벤져스 어쌤블! ,10
어벤져스: 엔드게임,재밌었습니다. 스포 조심하시고 보시길 ,10
어벤져스: 엔드게임,진정한 히어로는 아이언맨이었다 ,10
어벤져스: 엔드게임,온몸에 소름만 한 10번정도 돋은듯.. ,10
어벤져스: 엔드게임,"한여름에 ‘앵콜 상영’, 한겨울에 ‘재개봉’해주세요! ",10
어벤져스: 엔드게임,토니스타크 죽고 캡틴아메리카가 범인 ,10
어벤져스: 엔드게임,기대했던거보단  덜했지만12년간 고마웠어요 토니... ,8
어벤져스: 엔드게임,용아맥 1회차 방금 끝남 극장에서 박수치는거 처음들음ㅎㅎ 세시간동안 화장실 아무도 안감ㅎ 아무것도 보지말고 그냥 극장으로 가세요ㅎㅎ ,10
자전차왕 엄복동,쓰레기 중에 탑.. 영화 ,1
어벤져스: 엔드게임,금세기 최고의 영화다!!! ,10
어벤져스: 엔드게임,쿠키영상은 없습니다. 본편에 쿠키라 할만한 이야기들을 다 풀어내고 완벽한 마침표를 찍습니다. ,10
어벤져스: 엔드게임,'아이 엠 아이먼맨' 이 대사 들은걸로 만족한다 ,10
어벤져스: 엔드게임,Phase 3의 장대한 마무리 ,10
어벤져스: 엔드게임,밤새고  7시15분 첫상영보러왔는데 만석에놀랐고  사들고온 팝콘은  아침부터 보러오신분들께 감히 방해될까봐영화끝날때까지 손도 못대고 버렸지만 이영화를 관람했다는게 감사할뿐이다.영화야 뭐.. 말해뭐하겠어요.  지릴준비나 하시고 그냥 보세요. ,10
어벤져스: 엔드게임,위대한 합체. 숭고한 이별. ,10
뷰티풀 데이즈,평점댓글들이 넘오글거리네ㅋㅋㅋ 이나영이 나오는 저예산 독립영화.관객수 7300명 이나영도 어쩔수없는듯. ,4
어벤져스: 엔드게임,눈물 흘렀어요 감동일까요? 슬픔일까요? 극장가서 확인하세용 ,10
어벤져스: 엔드게임,2000만 찍는다 이거 진짜 역대급의 역대급이다... ㄷㄷㄷㄷ ,10
어벤져스: 엔드게임,정준영 : 먼지가 되어. ,10
어벤져스: 엔드게임,멋진 마무리 아쉽다... ,10
어벤져스: 엔드게임,하루종일 볼수도 있어. ,10
