제목,리뷰,평점
어벤져스: 엔드게임,다른 시간선에 들어간 캡아가 왜 현실에 있는지 봄 이상하긴 하지만 로다주의 유니버스 시작과 마무리를 같은 대사로 처리한건 쩔었음 ,6
어벤져스: 엔드게임,너무 슬퍼요 이제 이들을 보지 못 한다는 것이...마블 영화 정주행해야될 것 같습니다.갓마블 갓아이언맨 갓로마노프 ,10
요로나의 저주,무서운 장면 없다는말 거짓말임. 무서운 장면 막 나옵니다. ,8
어벤져스: 엔드게임,완벽함으로 감동을 느끼게해주는 영화는 처음입니다고마워요 마블 ,10
어벤져스: 엔드게임,장엄함 역대급  대서사시의 막이내리니요 눈시울이  불거질정도로 대작입니다 꼭보세요 ,10
어벤져스: 엔드게임,대박이야 미쳤음 ㅋㅋㅋ ,10
어벤져스: 엔드게임,아임 아이언맨. ㅠㅠㅠㅠ ,10
어벤져스: 엔드게임,아이언맨4라고 해도 과언이 아닐정도로 토니 스타크 멋있게 나온다... ,10
캡틴 마블,엔드게임 전 마지막 영화로 잘 보있고 여배우도 충분히 매력적이에요 잘 봤어욤 ,9
어벤져스: 엔드게임,사랑합니다.... 완벽한 피날레 였어요 ,10
어벤져스: 엔드게임,전편이 더 낫지만 그래도 마무리는 잘했다. 캡마는 그냥 안나왔으면 하는데.. 엔딩크레딧 없어요 ,8
어벤져스: 엔드게임,피트병 가져가야 하나요 내일 예매했는데 ,10
어벤져스: 엔드게임,7시꺼보고왔는데 이영화의 핵심포인트는 토르 뱃살임 ㅋㅋ ,8
어벤져스: 엔드게임,눈물 그자체. 이제 끝이라는 슬픔과 감동. ,10
어벤져스: 엔드게임,오늘 밤 보러갑니다.  내인생 마블을 있게해줘서 감사합니다. ,10
어벤져스: 엔드게임,고맙습니다 어벤져스 ,10
어벤져스: 엔드게임,새벽부터 가서 봤는데 너무 재밌어요 ,10
어벤져스: 엔드게임,이 영화 때문에 SNS를 다 지웠습니다. ,10
어벤져스: 엔드게임,진심으로 역대 최고의 영화다 ,10
어벤져스: 엔드게임,I'm Ironman. ,10
어벤져스: 엔드게임,개실망실망실망실망실망 ,2
어벤져스: 엔드게임,진짜 마블의 세계관은 ... 말로 표현할수 없을정도로 대단하다. ,10
어벤져스: 엔드게임,아이어맨 평생 잊지않을게요 기억하겠습니다 피쓰 ! ,10
어벤져스: 엔드게임,볼때마다 소름이 ㅠㅜ 돋았습니다ㅜㅜ ,10
어벤져스: 엔드게임,인간적으로 스포일러 하지 맙시다. 어리석고 나쁜마음 먹으면 본인도 언젠가는 돌려받는다는 사실 명심하세요. ,10
어벤져스: 엔드게임,머리속으로 상상만 하던 장면들이 다 나왔다 ,10
어벤져스: 엔드게임,타노스 아이언 캡틴 블랙위도우 앤트 T T ,9
어벤져스: 엔드게임,다양한 맛의 사탕 몇개가무지개맛 하나의 사탕으로수고하셨습니다 ,10
어벤져스: 엔드게임,And I am iron man ,10
어벤져스: 엔드게임,범계cgv에서 보고 왔습니다. 여러분 그냥 보세요. 의문 품지마세요. 가슴벅차 댐질것 같습니다. 하.. ,10
생일,감사합니다   감동적이다 ,10
어벤져스: 엔드게임,내 인생 가장 후회없는 선택이 있다면 그건 바로 어벤져스! ,10
어벤져스: 엔드게임,"'히어로'라는 이름위에 자신의 이름을 덧대어 쓰는 이야기. 결국 그들은 활동명도, 자신의 이름도, 어느것 하나 지우거나 외면하진 않았다는걸 다시 생각해보게 된다 ",10
어벤져스: 엔드게임,그냥대박입니다 진짜.. ,10
어벤져스: 엔드게임,마블 3000만큼 사랑합니다 ,10
어벤져스: 엔드게임,전율이 날정도로 화려햇고 시간이 30분으로 느껴질정도로 짧앗다 ,10
어벤져스: 엔드게임,중간에 내 방광이 미워졌다.... ,10
어벤져스: 엔드게임,무슨 말이 더 필요할까.. 감동과 재미 다 잡는 최고의 영화! 보는내내 소름돋고 벅찼습니다 ,10
어벤져스: 엔드게임,즐거웠고 행복했다. 어벤져스 영원하라. ,10
어벤져스: 엔드게임,화장실걱정마요 강제로 참게된답니다.. 진짜 한시라도 눈을 뗄수가없음 ,10
어벤져스: 엔드게임,타노스가 너무 약해서 위기조성이 안됨. 초중반 드라마씬만 재밌음 ,8
크게 될 놈,"어제 저녁에 저희 부부는.. ""크게될 놈"" 영화를 보고 왔어요.엄마역을 맡은 김해숙씨가 연기를 잘하기도 했지만... 스토리가 감동이었습니다.자식을 향한 엄마의 진한 사랑으로 철없는 자식이 바뀌는 영화인데요.가슴이 짠한 영화였답니다. ",10
어벤져스: 엔드게임,호크아이를 재발견한 편 ,10
어벤져스: 엔드게임,꼭 보세요 두번 볼 정도임 ,10
어벤져스: 엔드게임,역시나 루소....고구마3000개 먹고 3000개 만큼 사랑챙겨옴....어벤져스는 사랑입니다..ㅠㅠ ,6
어벤져스: 엔드게임,나는 아이언맨이다!! ,10
어벤져스: 엔드게임,가장 큰 충격은 쿠키영상이 없단거다 ,8
어벤져스: 엔드게임,선 평점 후 감상 ㅎㅎㅎㅎ ,10
어벤져스: 엔드게임,진짜 1500만 그냥 찍을듯.. 대박이다 대박.. ,10
어벤져스: 엔드게임,1점만점에10점입니다 ,10
어벤져스: 엔드게임,휴지꼭 챙겨가세요ㅠㅠㅠ 흑 잘가 어벤져스 ㅠㅠ ,10
어벤져스: 엔드게임,평론가보다 빨리 쓰는 짜릿함! 3시간 후딱지나감! 엔딩다운 엔딩 완벽 그자체임 ,10
어벤져스: 엔드게임,조옹오오나재밋다 시바 ,10
어벤져스: 엔드게임,쿠키는  없습니다  다들  재밌게  보시길   약간  마무리가  덜 된 느낌이지만  추후  영화들도  기대해볼게요 ,10
어벤져스: 엔드게임,꼴페미영화 캡틴페미보다 5조5억배나 나은 영화ㅋㅋㅋㅋ ,10
어벤져스: 엔드게임,진짜 역대급을 넘어섰고 안토니 조 루소 감독은 천재를 뛰어 넘었다 장면 하나하나 놓칠수가 없고 잊을수가 없다 진짜 와 그냥 감탄만 나온다 영화 시작 10초만에 소름돋고 끝나기 10초까지 소름돋는다 ,10
노무현과 바보들,적폐의 시대를 살아가는 당신에게... ,10
어벤져스: 엔드게임,딱 세글자로 소~오~름~~~~ ,10
어벤져스: 엔드게임,무슨 말이 필요할까 ... ,10
어벤져스: 엔드게임,마블의 완벽한 피날레.해리포터를 떠나보낼 때보다 슬펐다.. ,10
어벤져스: 엔드게임,뿌린대로 거두는거다! ,10
어벤져스: 엔드게임,최ㅣ고야ㅜㅜㅠ 눈물나ㅜ ,10
어벤져스: 엔드게임,역대 최고의 영화!마블 영화 모두보고 보십쇼 전율이 밀려옵니다! ,10
어벤져스: 엔드게임,상당히 충격적인 결말이였고 무조건 보세요 정말 믿고보는 마블 아닙니까? ,10
어벤져스: 엔드게임,"너무너무 기대했는데 기대했던거보다 훨씬 이상이었음 진짜 이런 히어로 영화는 듣지도 보지도 못했담,,밤새서 7시에 본 보람이 있음 진짜 최고 ",10
돈,"허술한 스토리, 현실감 제로에 ,엉성한 개연성 등10점 평점은   다 알바라는 확신이 들었음 ",1
어벤져스: 엔드게임,진심별로였음 그냥시리즈완결내준영화 방청온듯 여자들 소리질러서 영화집중도안됌 ,1
어벤져스: 엔드게임,딴말 안한다. 일단 봐라. ,10
천공의 성 라퓨타,하야오 감독의 작품은 모두 마스터피스 ,10
어벤져스: 엔드게임,기대보단... 이것보다 괜찮은 결말이 있을지.. 아쉽다 굳바이 어벤져스 ,6
어벤져스: 엔드게임,너무재밌네요역시마블임 ,10
어벤져스: 엔드게임,어벤전스 시리즈 중에 탑이다 무조건 봐라 ,10
어벤져스: 엔드게임,"어벤져스의 시작을 잊지말자""아이엠아이언맨"" ",10
어벤져스: 엔드게임,수고하고 또 수고했어요 나의 우상 어벤져스!그리고 내 마음속의 영원한 히어로 아이언맨 안녕.. ,10
어벤져스: 엔드게임,마블 쿠키영상없는거 처음봄 화장실가고 싶어죽는줄 ,10
양지의 그녀,우에노 주리 너무예뻐요.... 정말 오지게 이쁩니다.. ,10
어벤져스: 엔드게임,미쳤습니다 정말 최고네요 ,10
어벤져스: 엔드게임,7시 조조 첫타임 봄 ...이건 스포 절대 못함 완전 대작 굿굿굿 ,10
어벤져스: 엔드게임,진정한 완결판이네요 ^^ 엔딩크레딧은 없어요~ ,10
어벤져스: 엔드게임,영화사의 한획을 그을 히어로 영화 역작중의 역작 ,10
어벤져스: 엔드게임,오전 7:20 영화로 봤는데 보고나서 너무 벅차서 움직이질 못하겠다 ㅠㅠㅠ ,10
어벤져스: 엔드게임,역시 서방영화라 마지막은 양키대장이 장식 하는 구나 ,8
어벤져스: 엔드게임,미쳤다 이건 진짜 미쳤다 ,10
어벤져스: 엔드게임,꼭 이전영화 다 보고 엔드게임 보세요 ㅠㅠ ,10
어벤져스: 엔드게임,"꼭 보세요10년간의 즐거움, 감사했습니다 ",10
어벤져스: 엔드게임,캡틴이랑 함께 Avengers Assemble을 외칠 때 희열이란... 10년 기다려서 3시간 자고 조조 보러간 보람있었던 순간 ,10
어벤져스: 엔드게임,마블 10년을 마무리하는 최고의 영화 어쩔 수 없이 보내야하는 히어로들...최고의 마무리였고 최고의 시작을 알리는 영화 ,10
어벤져스: 엔드게임,"Thank you Avengers. 나의 11년을 빛나게, 행복하게 해줘서 고마워요 정말 ",10
어벤져스: 엔드게임,내 인생 최고의 히어로 영화였다... ,10
어벤져스: 엔드게임,별 몇개 더 없나요 몇개 더 주고 싶은데..; ,10
어벤져스: 엔드게임,와 진짜 개 대박 오지구여 지리구요 와 ,10
어벤져스: 엔드게임,에라이 진짜 이게 뭐냐ㅡㅡ 이거 천만 넘으면 관객들 수준인증하는거다 진짜 얼탱이가 없어서 ,2
어벤져스: 엔드게임,더할나위 없는 깔끔한 마무리.. ,10
어벤져스: 엔드게임,쿠키없어요 여기까지만 말할게요 ,10
어벤져스: 엔드게임,스포하는 사람들 벌금내는 법좀 만들어야할듯 ,10
어벤져스: 엔드게임,길 줄알았던 3시간의 러닝타임은 끝을 위한 빌드업 ,10
어벤져스: 엔드게임,I am Iron Man .. 흑흑 ㅠ OO ,10
어벤져스: 엔드게임,아이엠 아이언맨... ,10
크게 될 놈,엄마의 사랑 감동이네요~한번 더 보고 싶어요~^^ ,10
어벤져스: 엔드게임,영화 내용에 관해선 무슨 얘길 해도 스포가 될 것 같아서 말을 아껴야겠네요. 3시간이 전혀 길지 않구요 쿠키영상은 없습니다. ,8
어벤져스: 엔드게임,10년 넘게 사랑해온 시리즈의 완벽한 엔딩입니다. 이 영화를 볼수 있어서 즐거웠어요. ,10
어벤져스: 엔드게임,쿠키영상은 없어요!  기다리지 말고 나오세요. ,10
어벤져스: 엔드게임,3시간에 담을수있는 영화가 아니다 ;; ,10
어벤져스: 엔드게임,꿀잼ㅎ 마블은 역시 재밌구만 ,10
어벤져스: 엔드게임,진짜 역대급입니다 마블 세계관 제대로 정리했습니다 백번보세요.. ,10
어벤져스: 엔드게임,화장실이 뭐야? 존나 이건 2천만 가야해 ,10
어벤져스: 엔드게임,스포하고싶은 욕구가 엄청나지만 그건 의리상으로 그만두겠음 ,10
쎈놈,너무재밌네요 주인공이 너무 잘생김 ,10
어벤져스: 엔드게임,말이 필요 없습니다. 꼭 보세요 ^^ ,10
어벤져스: 엔드게임,아스가디언즈.. 갤럭시!! ,10
어벤져스: 엔드게임,10여년 마블 안뇽ㅜㅠㅠㅠ개인적으로는 살짝 아쉬웠지만 인워랑은 장르가 다른 재미! ,10
어벤져스: 엔드게임,페미묻은거만 OO고 존나재밌었움ㅋㅋㅋㅋ ,8
어벤져스: 엔드게임,말이필요없다 마블시리즈중 젤재밌다 ,10
어벤져스: 엔드게임,그냥 10임 존나 재밌어서 눈물났다 ㅅㅂㄲ 빠끄!! ,10
어벤져스: 엔드게임,쿠키영상 없으니 일찍들 일어나셔요ㅠ ,10
어벤져스: 엔드게임,어벤져스다운 엔딩... ,10
어벤져스: 엔드게임,와 진짜 마지막의 어벤져스 특유의 노래와함께 전쟁신은 나를 결국 울리고야 말았다.... 꼭 보세요 영화.. ㅠㅠ 말이 필요없습니다.. ,10
캡틴 마블,이영화 페미라는 논리가 어디나오냐고? 빡대가리가 배우 본인이 지 입으로 말했구만 ,1
내안의 그놈,배우분들 연기가 다 좋았구 엄청 웃었어요ㅋㅋㅋ ,10
어벤져스: 엔드게임,어벤져스... 어셈블! ,10
어벤져스: 엔드게임,I am Iron Man ,10
스탈린이 죽었다!,근래 가장 재미있게 본 블랙코미디. 스탈린이란 역사적 인물과 러시아의 권력구도를 현실감있게 그리면서도 대중성을 잃지 않았던게 큰 올해의 영화!!! 강추합니다. 꼭 한번 보길~ ,10
에이리언: 커버넌트,우주선&외계인류 SF는 역시 에일리언 시리즈 !!! ,10
어벤져스: 엔드게임,아이언맨 슈트 개간지노ㄷㄷ ,10
어벤져스: 엔드게임,Mcu의 시작과 끝. 멋진 은퇴식. ,10
어벤져스: 엔드게임,드디어 오늘개봉했네 기대하고 기대했는데  오늘 영화보러  Go~ ,10
생일,영화도 안보고 무작정 평점테러. 역시 그 DNA를 가진 정치병은 나아지지 않는듯 ,10
크게 될 놈,배우들의 연기가 돋보였던 영화 ,10
어벤져스: 엔드게임,아이언맨 블랙위도우 죽고 캡틴아메리카는 시간여행으로 일부러안돌아와서 할아버지됨.현재 타노스는 죽이지만 과거 타노스랑 전쟁함. 아이언맨이 건틀렛써서 타노스 먼지됨. 그영향으로 아이언맨쥬금 으앙 ,10
어벤져스: 엔드게임,Love you 3000 ,10
어벤져스: 엔드게임,아마 어른들은 스타워즈가 이런 감동이였을까. 대단원의 막이 내렸다 ,10
콩: 스컬 아일랜드,그냥 딱 킬링타임으로 적당함 ,6
어벤져스: 엔드게임,전투는 멋진데 왜3시간이나 했는지 이해불가..초반 너무 지루함 ,8
어벤져스: 엔드게임,나만 지루한 듯 강탈당했다 내 기대 ,8
어벤져스: 엔드게임,캡틴아메리카쥭어여??? ㅋㅋ ,4
보헤미안 랩소디,올드팬으로서 구성과 날짜등이 상당히 신경쓰이긴하지만 나와준것만해도 어디입니까 ,10
어벤져스: 엔드게임,아이언맨 죽고 . 나타샤 죽고. 캡틴은 타임머신타고 메기랑 행복하게 살다가 늙어서 현실로 옴ㅋㅋㅋ ,10
어벤져스: 엔드게임,어벤져스  어셈블!!!! ,10
어벤져스: 엔드게임,진짜 마지막에 너무 먹먹햇어요... 마블팬이시라면 꼭 보셔야해요.. ,10
초대남,여주가 조금 젊었을때 찍었더라면... 지금은 완전 중년필이나서 아쉽다. ,6
어벤져스: 엔드게임,진심 최고다 역대급 말이 안나온다 ,10
아쿠아맨,최근 DC영화중 스케일은 가장큰거같네요 ,10
어벤져스: 엔드게임,나이가 몇인데 아직 이런 영화보노? 유치하다 유치해 제발 좀 어른이되라 ,1
어벤져스: 엔드게임,마블영화에 쿠키영상이 없는건 오랜만이네요...쿠키영상이 없더라도 엄청 감동적이고 소름돋는 영화였습니다 ,10
크게 될 놈,조미료 없는 몸에 좋은 음식 먹은거 같이요^^좋은영화 보고 힐링하세요^^ ,8
어벤져스: 엔드게임,이런게 영화가 아닐까 재미에재미에재미 ,10
어벤져스: 엔드게임,토르 다시 살아난다 수고했고 호크아이가 타노스 죽인다 ,10
어벤져스: 엔드게임,1회차 보고 왔는데 마지막 1시간 미칩니다 ㄹㅇ로 ,10
어벤져스: 엔드게임,"그동안 MCU를 좋아해준 팬들에게 선물같은 영화인 동시에 스티브, 스타크, 토르에게도 선물이 된 영화. ",10
어벤져스: 엔드게임,I am ironman. ,10
극한직업,최근 한국영화중 가장 코믹했습니다 ,10
어벤져스: 엔드게임,엔딩크레딧 있었나요? 못보고나와서 ,10
어벤져스: 엔드게임,이번엔 또 어떤 명작이 탄생할까? ,10
크게 될 놈,진정 부모님의 마음은 자식의 성공이여서가 아니라 얼굴만 보아도 좋고 행복하시다는 것.겉으론 화려하지는않지만 잔잔하고 진한 여운이 남는 영화다. 또 찾아보게될것같다 그리고 많은 사람들이 봐야한다!! 인생영화로 추천!! ,10
